Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
3083,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,West Berkshire Council,,To discuss Local Government Finance,0,562408_Ministerial_meetings_April_to_June_2016.csv,44
3084,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Greene King,,To discuss Community Pubs,0,562408_Ministerial_meetings_April_to_June_2016.csv,45
3085,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Tobacco Manufacturers Association,,To discuss Litter,0,562408_Ministerial_meetings_April_to_June_2016.csv,46
3086,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Local Government Pension Scheme Advisory Board,,To discuss Local Government Pensions,0,562408_Ministerial_meetings_April_to_June_2016.csv,47
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Making Every Adult Matter (MEAM) Coalition,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Revolving Doors,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Homeless Link,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Framework,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,AGENDA Alliance,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3087,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Turning Point,,To discuss individuals with complex needs,0,562408_Ministerial_meetings_April_to_June_2016.csv,48
3088,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Local Data Company,,To discuss High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,49
3089,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,British Beer,,To discuss Community Pubs / High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,50
3089,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Pub Association (BBPA),,To discuss Community Pubs / High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,50
3090,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Locality,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,51
3091,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Voyage Care,,To discuss Health and Social Care,0,562408_Ministerial_meetings_April_to_June_2016.csv,52
3092,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Bracknell Forest Council,,To discuss Business Rates,0,562408_Ministerial_meetings_April_to_June_2016.csv,53
3093,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,04-2016,04-2016,Harry Skuse - Young Homeless Parliament,,To discuss Homelessness,0,562408_Ministerial_meetings_April_to_June_2016.csv,54
3094,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Debbie Abrahams MP,,To discuss local government,0,562408_Ministerial_meetings_April_to_June_2016.csv,55
3094,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,constituents,,To discuss local government,0,562408_Ministerial_meetings_April_to_June_2016.csv,55
3095,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,CIPFA,,To discuss Local Government Finance,0,562408_Ministerial_meetings_April_to_June_2016.csv,56
3096,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,British Parking Association,,To discuss Parking,0,562408_Ministerial_meetings_April_to_June_2016.csv,57
3097,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Pubs Code Adjudicator,,To discuss pubs,0,562408_Ministerial_meetings_April_to_June_2016.csv,58
3098,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Together for Short Lives,,To discuss the work of the organisation,0,562408_Ministerial_meetings_April_to_June_2016.csv,59
3099,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Kate Osamor MP,,To discuss Homelessness,0,562408_Ministerial_meetings_April_to_June_2016.csv,60
3099,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,constituents,,To discuss Homelessness,0,562408_Ministerial_meetings_April_to_June_2016.csv,60
3100,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,British Council of Shopping Centres (BCSC),,To discuss High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,61
3101,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Association of Town,,To discuss High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,62
3101,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,City Management (ATCM),,To discuss High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,62
3102,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Cllr Carr - Bromley Council,,To discuss Local Government Finance,0,562408_Ministerial_meetings_April_to_June_2016.csv,63
3103,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,05-2016,05-2016,Geoffrey Cox MP,,To discuss local government,0,562408_Ministerial_meetings_April_to_June_2016.csv,64
3104,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,British Retail Consortium,,To discuss High Streets,0,562408_Ministerial_meetings_April_to_June_2016.csv,65
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Asda,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,John Lewis Partnership,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Tesco,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,The Cooperative Group,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Sainsbury's,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,B&Q,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Morrisons,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Aldi,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Ann Summers,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3105,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,BRC,,Cross Government High Level Retail Roundtable,0,562408_Ministerial_meetings_April_to_June_2016.csv,66
3106,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Grant Thornton,,To discuss Local Government Finance,0,562408_Ministerial_meetings_April_to_June_2016.csv,67
3107,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,David Mackintosh MP,,To discuss Homelessness,0,562408_Ministerial_meetings_April_to_June_2016.csv,68
3108,"Parliamentary Under-Secretary of State, Marcus Jones MP",,Department for Communities and Local Government,06-2016,06-2016,Rotherham Commissioner,,To discuss Local Government Interventions,0,562408_Ministerial_meetings_April_to_June_2016.csv,69
3109,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Castle Point Regeneration Partnership,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,71
3110,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Tendring District Council,,To discuss Coastal Communities and housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,72
3111,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Essex Association of Local Councils,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,73
3112,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Essex Business Trade,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,74
3112,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Infrastructure,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,74
3113,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Mark Lancaster MP,,Portsmouth Shipbuilding Summit,0,562408_Ministerial_meetings_April_to_June_2016.csv,75
3113,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Penny Mordaunt MP,,Portsmouth Shipbuilding Summit,0,562408_Ministerial_meetings_April_to_June_2016.csv,75
3113,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Flick Drummond MP,,Portsmouth Shipbuilding Summit,0,562408_Ministerial_meetings_April_to_June_2016.csv,75
3114,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Dubai Ports World,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,76
3115,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,British Association of Leisure Parks,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,77
3115,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Piers,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,77
3115,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Attractions,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,77
3116,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,Sir Henry Bellingham MP,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,78
3116,Rt Hon Mark Francois MP,,Department for Communities and Local Government,04-2016,04-2016,constituents,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,78
3117,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Philip Dunne MP,,To discuss Portsmouth,0,562408_Ministerial_meetings_April_to_June_2016.csv,79
3118,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Berkeley Group,,To discuss Thames Estuary 2050 Commission,0,562408_Ministerial_meetings_April_to_June_2016.csv,80
3119,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,South East Local Enterprise Partnership,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,81
3120,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Gillingham Football Club,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,82
3120,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Medway Council,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,82
3121,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Ebbsfleet Urban Development Corporation,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,83
3122,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Lipton Rogers Developments,,To discuss Thames Estuary 2050 Commission,0,562408_Ministerial_meetings_April_to_June_2016.csv,84
3123,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Southend-on-Sea Borough Council,,To discuss Thames Gateway,0,562408_Ministerial_meetings_April_to_June_2016.csv,85
3124,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,London Borough of Lewisham Council,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,86
3125,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,QinetiQ,,To discuss Portsmouth,0,562408_Ministerial_meetings_April_to_June_2016.csv,87
3126,Rt Hon Mark Francois MP,,Department for Communities and Local Government,05-2016,05-2016,Portsmouth City Council,,To discuss Portsmouth and attend the Jutland memorial service,0,562408_Ministerial_meetings_April_to_June_2016.csv,88
3127,Rt Hon Mark Francois MP,,Department for Communities and Local Government,06-2016,06-2016,Lord Norman Foster,,To discuss Thames Estuary 2050 Commission,0,562408_Ministerial_meetings_April_to_June_2016.csv,89
3128,Rt Hon Mark Francois MP,,Department for Communities and Local Government,06-2016,06-2016,Big Lottery Fund,,To discuss Coastal Communities,0,562408_Ministerial_meetings_April_to_June_2016.csv,90
3129,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,Built Environment roundtable with Justin Tomlinson MP,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,92
3130,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,British Retail Consortium,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,93
3131,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,Nuclear Industry Association,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,94
3132,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,The Prince's Trust,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,95
3133,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,KBR Government Services,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,96
3134,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,Mary Glindon MP,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,97
3135,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,Sirius Minerals,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,98
3136,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,04-2016,04-2016,Asda,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,99
3137,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Maria Miller MP,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,100
3137,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Construction Industry Council Approved Inspectors,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,100
3137,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Building Control Performance Standards Advisory Group,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,100
3138,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Tricoya Technologies Limited,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,101
3139,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,KLS Group,,To discuss tenancy deposits,0,562408_Ministerial_meetings_April_to_June_2016.csv,102
3140,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Dave Anderson MP,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,103
3141,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Engie,,To discuss Northern Powerhouse and city deals,0,562408_Ministerial_meetings_April_to_June_2016.csv,104
3142,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Sarah Newton MP,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,105
3142,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Green Alliance,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,105
3143,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,05-2016,05-2016,Liverpool Local Enterprise Partnership,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,106
3144,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,National Computing Centre (NCC) Group,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,107
3145,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Life Sciences Enterprise Zone,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,108
3146,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Aldermore Bank,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,109
3147,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Solace Springboard Group,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,110
3148,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,South East Local Enterprise Partnership,,To discuss local growth and devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,111
3149,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Intermediate Body for the Safety,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,112
3149,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Security of SSI Site,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,112
3150,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,06-2016,06-2016,Manchester Airport,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,113
3151,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,"Liverpool City Region representatives including Liverpool City Region Local 
Enterprise Partnership",,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,114
3151,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,Liverpool City Region Combined Authority,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,114
3152,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,British Land,,To discuss Northern Powerhouse,0,562408_Ministerial_meetings_April_to_June_2016.csv,115
3153,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,"Leeds City Region representatives including Leeds City Region 
Enterprise Partnership",,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,116
3153,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,West Yorkshire Combined Authority,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,116
3154,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,Humber Local Enterprise Partnership,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,117
3155,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,Tees Valley leaders,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,118
3156,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,Julian Brazier MP,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,119
3156,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,constituents,,To discuss building regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,119
3157,"Parliamentary Under-Secretary of State, James Wharton MP",,Department for Communities and Local Government,07-2016,07-2016,West of England Local Enterprise Partnership,,To discuss local growth,0,562408_Ministerial_meetings_April_to_June_2016.csv,120
3158,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Cllr John Kaiser,,To discuss Housing & Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,122
3159,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,British Property Federation,,To discuss CIL review,0,562408_Ministerial_meetings_April_to_June_2016.csv,123
3160,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Building Societies Association,,To discuss Housing & Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,124
3161,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Henry Smith MP,,To discuss planning,0,562408_Ministerial_meetings_April_to_June_2016.csv,125
3161,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Crawley council,,To discuss planning,0,562408_Ministerial_meetings_April_to_June_2016.csv,125
3162,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Hyde Housing Association,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,126
3163,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,Homegroup,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,127
3164,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,04-2016,04-2016,National Trust,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,128
3165,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,05-2016,05-2016,Cllr Rachel Bailey,,To discuss Cheshire East,0,562408_Ministerial_meetings_April_to_June_2016.csv,129
3166,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,05-2016,05-2016,Nationwide,,To discuss starter homes,0,562408_Ministerial_meetings_April_to_June_2016.csv,130
3167,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,05-2016,05-2016,Mark Spenser MP,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,131
3167,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,05-2016,05-2016,Linby Parish Council,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,131
3168,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,06-2016,06-2016,Campaign to Protect Rural England,,To discuss planning,0,562408_Ministerial_meetings_April_to_June_2016.csv,132
3169,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,06-2016,06-2016,Thames Water,,To discuss regulations,0,562408_Ministerial_meetings_April_to_June_2016.csv,133
3170,"Minister of State, Brandon Lewis MP",,Department for Communities and Local Government,06-2016,06-2016,National Housing Federation,,To discuss housing,0,562408_Ministerial_meetings_April_to_June_2016.csv,134
3171,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Best,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,136
3171,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Cameron,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,136
3171,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Kerslake,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,136
3172,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Bakewell,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,137
3173,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Goddard,,To discuss new homes bonus,0,562408_Ministerial_meetings_April_to_June_2016.csv,138
3173,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Greater Manchester Combined Authority,,To discuss new homes bonus,0,562408_Ministerial_meetings_April_to_June_2016.csv,138
3174,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Porter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,139
3175,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Tope,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,140
3175,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord True,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,140
3176,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Dubs,,To discuss Basements Excavation,0,562408_Ministerial_meetings_April_to_June_2016.csv,141
3177,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Lister,,To discuss Lifetime tennancies policy,0,562408_Ministerial_meetings_April_to_June_2016.csv,142
3178,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Beecham,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,143
3178,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Kennedy,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,143
3179,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Altaf Hussain,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,144
3180,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Hayter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,145
