Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason,Hospitality?
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Ultra PRT,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,University of Southampton,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Triumph Motorcycles,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Trans Data Management,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Benoy,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,McAslan,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,MBDA,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,The City UK/The Standard Life,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Healthcare UK,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Balfour Beatty,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,University of Warwick,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Project Orange Architects & Interiors,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Sybarite,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Aecom,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Conversor,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,The Blackstone Group,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Universities UK,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Hildebrand,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,KPMG,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,HSBC,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Mott MacDonald,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Financial Services Authority,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Association of Corporate Treasurers,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BT,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Intercontinental Hotels,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Vodafone,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Cobra Beer Partnership,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Int Knowledge & Innovation Unit,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Ultra Electronics,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Group Rhodes,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BAE Systems,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Thames Bridge Capital,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Griffon Hoverworks,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Rolls Royce,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Veetee Rice,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Innovative Physics,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,British Museum,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Bournville College,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,East End Foods,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,OCS,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Diageo,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Technology Strategy Board,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,JCB,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,London School of Economics,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,The Open University,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,J&H Sales,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,DMC Healthcare,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,UKIBC,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,CTC Aviation,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Steps Drama,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Marshall Aerospace,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,EADS,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,The British Library,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Roy Newey,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Flitabout,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Investis,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,London Stock Exchange,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Serco,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Redgate,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Infosys,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,University of Exeter,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,London Chamber of Commerce & Industry,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Strongfield Technology,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Arup,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,De La Rue,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,University of Cambridge,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Muntons,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Invotec Group Ltd,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,British Council,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Thales UK,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Standard Chartered,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Hip Impact Protection,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Premier League,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
43,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Bluewater Bio,,Drop in to Lord Green's India Trade delegation breakfast in advance of PM's visit to India,0
44,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BP,,Meeting to discuss UK-India Trade and investment,0
44,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Reliance,,Meeting to discuss UK-India Trade and investment,0
44,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BAE Systems,,Meeting to discuss UK-India Trade and investment,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Tata Sons,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Wipro,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Godrej Group,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Puj Lloyd Group,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,ICICI Bank,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Aditya Birla Group,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Bharti Enterprises,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,ITC,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Standard Chartered,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BAE Systems,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Thames Bridge Capital,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Balfour Beatty,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,KPMG,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Wellcome Trust,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BP,,Meeting with CEO Forum Members,0
45,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Diageo,,Meeting with CEO Forum Members,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Burberry,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,CBI,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Tesco plc,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Dyson,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Alliance Trust,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Thomas Cook,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Talktalk,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,BAE Systems,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,All3Media,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,John Lewis,,Meeting of the Business Advisory Group,0
46,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-02,2013-02,Jaguar Land Rover,,Meeting of the Business Advisory Group,0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,Rio Tinto,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,Vodafone,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,BP,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,HSBC,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,BAE Systems,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
47,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2013-03,2013-03,Glaxosmithkline,,Regular Biannual Meeting to discuss International Business environment (Multinational Chairman's Group),0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,BAE Systems,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,MBDA,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,Rolls Royce,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,EADS,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,Marshalls of Cambridge,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,Finmeccanica UK,,British exports/Foreign Affairs,0
48,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-07,2012-07,Airbus,,British exports/Foreign Affairs,0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,Rio Tinto,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,AstraZeneca,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,Diageo,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,Vodafone,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,Glaxosmithkline,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,Shell,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,HSBC,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
49,Rt Hon William Hague,Secretary of State for Foreign and Commonwealth Affairs,Foreign & Commonwealth Office,2012-03,2012-03,BAE Systems,,To discuss commercial opportunities overseas for UK business (Multinational Chairman's Group),0
50,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-06,2013-06,EADS,,defence industry strategy,0
50,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-06,2013-06,BAE Systems,,defence industry strategy,0
50,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-06,2013-06,Rolls Royce,,defence industry strategy,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,Involve,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,Employment Lawyers Association,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,MOSAIC,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,helpful technology,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,Talktalk,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,National Council for Voluntary Organisations,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,National Audit Office,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,Professor Albert Weale,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,University College London The Democratic Society (Demsoc),,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,Federation of Small Businesses,,Independent Review of Government Consultation Principle,0
51,Rt Hon Oliver Letwin MP,Minister of State (Minister for Government Policy),Cabinet Office,2013-04,2013-04,BAE Systems,,Independent Review of Government Consultation Principle,0
52,Rt Hon Maria Miller MP,Secretary of State,"Department for Culture, Media & Sport",2013-04,2013-04,BAE Systems,,Introductory meeting to discuss women in industry,0
53,Kim Darroch,,Cabinet Office,2013-05,2013-05,BAE Systems,,Defence Issues,0
54,Kim Darroch,,Cabinet Office,2013-07,2013-07,BAE Systems,,Defence Issues,0
55,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,BAE Systems,,General discussion,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Burberry,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Centrica,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Kingfisher,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Tesco plc,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Dyson,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,EADS,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Thomas Cook,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Talktalk,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,BAE Systems,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,CBI,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,All3Media,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Prudential,,Meeting with the Business Advisory Group,0
56,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2013-09,2013-09,Glaxosmithkline,,Meeting with the Business Advisory Group,0
57,Mrs Ursula Brennan,2nd Permanent Secretary Ministry of Defence,Ministry of Defence,2010-10,2010-10,BAE Systems,,Catch up meeting,0
58,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-01,2011-01,BAE Systems,,Introductory meeting,0
59,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-02,2011-02,MBDA,,Introductory meeting,0
60,Professor Mark Welland FRS FREng,"Chief Scientific Adviser, Ministry of Defence",Ministry of Defence,2011-05,2011-05,BAE Systems,,General discussion,0
61,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-07,2011-07,MBDA,,General discussion,0
62,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-07,2011-07,BAE Systems,,General discussion,0
63,Professor Mark Welland FRS FREng,"Chief Scientific Adviser, Ministry of Defence",Ministry of Defence,2011-07,2011-07,MBDA,,General discussion,0
64,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-10,2011-10,BAE Systems,,Routine,0
65,Mrs Ursula Brennan,Permanent Secretary Ministry of Defence,Ministry of Defence,2011-12,2011-12,BAE Systems,,Routine,0
66,Gerald Howarth MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-07,2010-07,BAE Systems,,Roll out of TARANIS UAV Technology Demonstrator Programme,0
66,Gerald Howarth MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-07,2010-07,Warton,,Roll out of TARANIS UAV Technology Demonstrator Programme,0
67,Peter Luff MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-06,2010-06,BAE Systems,,Introductory meeting,0
68,Gerald Howarth MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-09,2010-09,BAE Systems,,To discuss exports,0
69,Gerald Howarth MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-09,2010-09,BAE Systems,,To discuss exports,0
70,Peter Luff MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-09,2010-09,BAE Systems,,Routine Call,0
71,Gerald Howarth MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-12,2010-12,BAE Systems,,Routine Call,0
72,Peter Luff MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-10,2010-10,BAE Systems,,Routine Call,0
73,Peter Luff MP,Parliamentary Under-Secretary of State,Ministry of Defence,2010-12,2010-12,BAE Systems,,Routine Call,0
74,Rt Hon Liam Fox MP,Secretary of State for Defence,Ministry of Defence,2011-02,2011-02,BAE Systems,,Industry Discussions,0
75,Gerald Howarth MP,Minister for International Security Strategy,Ministry of Defence,2011-01,2011-01,BAE Systems,,BAE Systems Global Business Development Conference,0
76,Peter Luff MP,Minister for Defence Equipment Support and Technology,Ministry of Defence,2011-01,2011-01,BAE Systems,,General discussions,0
77,Peter Luff MP,Minister for Defence Equipment Support and Technology,Ministry of Defence,2011-03,2011-03,BAE Systems,,General discussions,0
